CPU_32v7 :: 
NET_SCH_HFSC :: net/sched/sch_hfsc.c=
SGI_NEWPORT_CONSOLE :: drivers/video/console/newport_con.c=drivers/video/console/fonts.c=
FONT_7x14 :: drivers/video/console/font_7x14.c=
COMEDI_PCI_DRIVERS :: drivers/staging/comedi/drivers/8255.c=drivers/staging/comedi/drivers/8255.h=
BACKLIGHT_ADX :: drivers/video/backlight/adx_bl.c=
USB_MICROTEK :: drivers/usb/image/microtek.c=drivers/usb/image/microtek.h=image/=
ARCNET_COM90xx :: drivers/net/arcnet/com90xx.c=
TOUCHSCREEN_WM831X :: drivers/input/touchscreen/wm831x-ts.c=
DVB_OR51211 :: drivers/media/dvb/frontends/or51211.c=drivers/media/dvb/frontends/or51211.h=
ARCH_SHMOBILE :: arch/arm/boot/compressed/head-shmobile.S=shmobile/=sh/=drivers/sh/pm_runtime.c=
SND_MPU401 :: sound/drivers/mpu401/mpu401.c=
DECOMPRESS_GZIP :: lib/decompress_inflate.c=
ARCH_REUSE_HOST_VSYSCALL_AREA :: arch/um/os-Linux/elf_aux.c=
DVB_USB_LME2510 :: 
I2O_BLOCK :: drivers/message/i2o/i2o_block.c=drivers/message/i2o/i2o_block.h=
FB_HP300 :: drivers/video/hpfb.c=
SPU_BASE :: arch/powerpc/platforms/cell/spu_callbacks.c=arch/powerpc/platforms/cell/spu_base.c=arch/powerpc/platforms/cell/spu_notify.c=arch/powerpc/platforms/cell/spu_syscalls.c=arch/powerpc/platforms/cell/spu_fault.c=spufs/=arch/powerpc/platforms/cell/beat_spu_priv1.c=arch/powerpc/platforms/ps3/spu.c=arch/powerpc/xmon/spu-dis.c=arch/powerpc/xmon/spu-opc.c=drivers/video/logo/logo_spe_clut224.ppm=
SCSI_DH :: drivers/scsi/device_handler/scsi_dh.c=device_handler/=
BLACKSTAMP :: arch/blackfin/mach-bf533/boards/blackstamp.c=
ATL2 :: drivers/net/ethernet/atheros/atlx/atl2.c=drivers/net/ethernet/atheros/atlx/atl2.h=atlx/=
DVB_BUDGET_PATCH :: drivers/media/dvb/ttpci/budget-patch.c=
ATL1 :: drivers/net/ethernet/atheros/atlx/atl1.c=drivers/net/ethernet/atheros/atlx/atl1.h=atlx/=
COMEDI_MPC624 :: drivers/staging/comedi/drivers/mpc624.c=
LASAT :: lasat/=arch/mips/pci/pci-lasat.c=
VIDEO_CS53L32A :: drivers/media/video/cs53l32a.c=
MMIOTRACE_TEST :: arch/x86/mm/testmmiotrace.c=
SPI_COLDFIRE_QSPI :: drivers/spi/spi-coldfire-qspi.c=
MEDIA_SUPPORT :: drivers/media/media-device.c=drivers/media/media-devnode.c=drivers/media/media-entity.c=
REGULATOR_TPS6105X :: drivers/regulator/tps6105x-regulator.c=
PPC_DCR_NATIVE :: arch/powerpc/sysdev/dcr-low.S=
IRQ_MSP_SLP :: arch/mips/pmc-sierra/msp71xx/msp_irq_slp.c=
YAM :: drivers/net/hamradio/yam.c=
SPEAKUP_SYNTH_ACNTPC :: drivers/staging/speakup/speakup_acntpc.c=
JOYSTICK_AS5011 :: drivers/input/joystick/as5011.c=
M68000 :: arch/m68k/platform/68328/=
SPI_SH :: drivers/spi/spi-sh.c=
ATH9K :: drivers/net/wireless/ath/ath9k/beacon.c=drivers/net/wireless/ath/ath9k/gpio.c=drivers/net/wireless/ath/ath9k/init.c=drivers/net/wireless/ath/ath9k/main.c=drivers/net/wireless/ath/ath9k/recv.c=drivers/net/wireless/ath/ath9k/xmit.c=
SCSI_SAS_HOST_SMP :: drivers/scsi/libsas/sas_host_smp.c=
CPU_SUBTYPE_SH7619 :: arch/sh/kernel/cpu/sh2/setup-sh7619.c=arch/sh/kernel/cpu/sh2/clock-sh7619.c=
FSL_EMB_PERF_EVENT_E500 :: arch/powerpc/kernel/e500-pmu.c=
SND_BF5XX_SOC_AC97 :: sound/soc/blackfin/bf5xx-ac97.c=sound/soc/blackfin/bf5xx-ac97.h=
SH_DMA_API :: arch/sh/drivers/dma/dma-sh.c=arch/sh/drivers/dma/dma-api.c=arch/sh/drivers/dma/dma-sysfs.c=
MACH_MX27ADS :: arch/arm/mach-imx/mach-mx27ads.c=
PA7300LC :: 
SLAB :: mm/slab.c=
ETH16I :: drivers/net/ethernet/fujitsu/eth16i.c=
SH_KFR2R09 :: 
MACH_DAVINCI_EVM :: arch/arm/mach-davinci/board-dm644x-evm.c=
OLPC_XO1_SCI :: arch/x86/platform/olpc/olpc-xo1-sci.c=
IRQ_MSP_CIC :: arch/mips/pmc-sierra/msp71xx/msp_irq_cic.c=arch/mips/pmc-sierra/msp71xx/msp_irq_per.c=
BT_ATH3K :: drivers/bluetooth/ath3k.c=
PATA_OF_PLATFORM :: drivers/ata/pata_of_platform.c=
FHCI_DEBUG :: drivers/usb/host/fhci-dbg.c=
X86_ES7000 :: arch/x86/kernel/apic/es7000_32.c=
I2C_GPIO :: drivers/i2c/busses/i2c-gpio.c=
PXA168_ETH :: drivers/net/ethernet/marvell/pxa168_eth.c=
FSL_USB2_OTG :: drivers/usb/otg/fsl_otg.c=drivers/usb/otg/fsl_otg.h=drivers/usb/otg/otg_fsm.c=drivers/usb/otg/otg_fsm.h=
IXP4XX_NPE :: arch/arm/mach-ixp4xx/ixp4xx_npe.c=
NEED_MULTIPLE_NODES :: arch/powerpc/mm/numa.c=
LEDS_ASIC3 :: drivers/leds/leds-asic3.c=
HOSTAP :: drivers/net/wireless/hostap/hostap_80211_rx.c=drivers/net/wireless/hostap/hostap_80211_tx.c=drivers/net/wireless/hostap/hostap_ap.c=drivers/net/wireless/hostap/hostap_ap.h=drivers/net/wireless/hostap/hostap_info.c=drivers/net/wireless/hostap/hostap_ioctl.c=drivers/net/wireless/hostap/hostap_main.c=drivers/net/wireless/hostap/hostap_proc.c=hostap/=
MACH_VSTMS :: arch/arm/mach-s3c2412/mach-vstms.c=
M68040 :: arch/m68k/fpsp040/=
SH_SH03 :: arch/sh/drivers/pci/fixups-sh03.c=
NFC_PN533 :: drivers/nfc/pn533.c=
REGULATOR_ISL6271A :: drivers/regulator/isl6271a-regulator.c=
POWER4_ONLY :: 
OMAP_SMARTREFLEX :: arch/arm/mach-omap2/sr_device.c=arch/arm/mach-omap2/smartreflex.c=arch/arm/mach-omap2/smartreflex.h=
SPEAKUP_SYNTH_ACNTSA :: drivers/staging/speakup/speakup_acntsa.c=
DVB_TTUSB_DEC :: drivers/media/dvb/ttusb-dec/ttusb_dec.c=drivers/media/dvb/ttusb-dec/ttusbdecfe.c=drivers/media/dvb/ttusb-dec/ttusbdecfe.h=
ATH79 :: ath79/=
SGI_SN :: sn/=
CRYPTO_TWOFISH :: crypto/twofish_generic.c=
COMEDI_NI_670X :: drivers/staging/comedi/drivers/ni_670x.c=
BLK_DEV_SWIM :: drivers/block/swim.c=drivers/block/swim_asm.S=
MFD_RDC321X :: drivers/mfd/rdc321x-southbridge.c=
HOTPLUG_PCI_SHPC :: 
CRYPTO_XTS :: crypto/xts.c=
SERIAL_PCH_UART :: drivers/tty/serial/pch_uart.c=
PDC_ADMA :: drivers/ata/pdc_adma.c=
CAPI_EICON :: eicon/=
MDIO :: drivers/net/mdio.c=
AD5933 :: drivers/staging/iio/impedance-analyzer/ad5933.c=drivers/staging/iio/impedance-analyzer/ad5933.h=
ATM_HE_USE_SUNI :: drivers/atm/suni.c=drivers/atm/suni.h=
AD5930 :: drivers/staging/iio/dds/ad5930.c=
MOUSE_PS2 :: drivers/input/mouse/psmouse-base.c=drivers/input/mouse/synaptics.c=drivers/input/mouse/synaptics.h=
MACH_REALVIEW_PBA8 :: arch/arm/mach-realview/realview_pba8.c=
MPC7448HPC2 :: arch/powerpc/platforms/embedded6xx/mpc7448_hpc2.c=
USB_TUSB_OMAP_DMA :: drivers/usb/musb/tusb6010_omap.c=drivers/usb/musb/ux500_dma.c=
JOYSTICK_SPACEBALL :: drivers/input/joystick/spaceball.c=
MVME147_SCSI :: 
USB_STORAGE_CYPRESS_ATACB :: drivers/usb/storage/cypress_atacb.c=
MTD_DOCPROBE :: drivers/mtd/devices/docprobe.c=
WLAGS49_H2 :: wlags49_h2/=
SND_OPL3SA2 :: sound/isa/opl3sa2.c=
ARCH_AT91SAM9261 :: arch/arm/mach-at91/at91sam9261.c=arch/arm/mach-at91/at91sam926x_time.c=arch/arm/mach-at91/at91sam9261_devices.c=arch/arm/mach-at91/sam9_smc.c=arch/arm/mach-at91/sam9_smc.h=arch/arm/mach-at91/at91sam9_alt_reset.S=
ARCH_AT91SAM9260 :: arch/arm/mach-at91/at91sam9260.c=arch/arm/mach-at91/at91sam926x_time.c=arch/arm/mach-at91/at91sam9260_devices.c=arch/arm/mach-at91/sam9_smc.c=arch/arm/mach-at91/sam9_smc.h=arch/arm/mach-at91/at91sam9_alt_reset.S=
FTL :: drivers/mtd/ftl.c=
I2C_ALGOBIT :: drivers/i2c/algos/i2c-algo-bit.c=
NET_CLS_ACT :: net/sched/act_api.c=
CACHE_L2X0 :: arch/arm/mach-prima2/l2x0.c=arch/arm/mach-ux500/cache-l2x0.c=arch/arm/mm/cache-l2x0.c=
GPIO_MC33880 :: drivers/gpio/gpio-mc33880.c=
MFD_VX855 :: drivers/mfd/vx855.c=
UACCESS_WITH_MEMCPY :: arch/arm/lib/uaccess_with_memcpy.c=
MEDIA_TUNER_TDA18212 :: drivers/media/common/tuners/tda18212.c=drivers/media/common/tuners/tda18212.h=
PS3_VRAM :: drivers/block/ps3vram.c=
HAVE_ARM_TWD :: arch/arm/kernel/smp_twd.c=
I2C_TAOS_EVM :: drivers/i2c/busses/i2c-taos-evm.c=
WIMAX :: wimax/=wimax/=
JS_RTC :: 
SND_HDA_CODEC_SIGMATEL :: sound/pci/hda/patch_sigmatel.c=
ROMKERNEL :: 
COMEDI_ADL_PCI7296 :: drivers/staging/comedi/drivers/adl_pci7296.c=
SCSI_ZALON :: drivers/scsi/zalon.c=drivers/scsi/ncr53c8xx.c=drivers/scsi/ncr53c8xx.h=
BFIN533_BLUETECHNIX_CM :: arch/blackfin/mach-bf533/boards/cm_bf533.c=
SQUASHFS_ZLIB :: fs/squashfs/zlib_wrapper.c=
EXT4_FS :: fs/ext4/balloc.c=fs/ext4/bitmap.c=fs/ext4/dir.c=fs/ext4/file.c=fs/ext4/fsync.c=fs/ext4/ialloc.c=fs/ext4/inode.c=fs/ext4/page-io.c=fs/ext4/ioctl.c=fs/ext4/namei.c=fs/ext4/super.c=fs/ext4/symlink.c=fs/ext4/hash.c=fs/ext4/resize.c=fs/ext4/extents.c=fs/ext4/ext4_jbd2.c=fs/ext4/ext4_jbd2.h=fs/ext4/migrate.c=fs/ext4/mballoc.c=fs/ext4/mballoc.h=fs/ext4/block_validity.c=fs/ext4/move_extent.c=fs/ext4/mmp.c=fs/ext4/indirect.c=ext4/=
BATTERY_Z2 :: drivers/power/z2_battery.c=
USB_GSPCA_ZC3XX :: drivers/media/video/gspca/zc3xx.c=
MACH_USB_A9G20 :: arch/arm/mach-at91/board-usb-a926x.c=
MEDIA_TUNER_TDA18218 :: drivers/media/common/tuners/tda18218.c=drivers/media/common/tuners/tda18218.h=
IA64_MC_ERR_INJECT :: arch/ia64/kernel/err_inject.c=
BLK_CPQ_DA :: drivers/block/cpqarray.c=drivers/block/cpqarray.h=
MACH_ANW6410 :: arch/arm/mach-s3c64xx/mach-anw6410.c=
CPU_COPY_FEROCEON :: arch/arm/mm/copypage-feroceon.c=
RTC_DEBUG :: 
USB_HWA_HCD :: drivers/usb/host/hwa-hc.c=host/=
PCMCIA_HERMES :: drivers/net/wireless/orinoco/orinoco_cs.c=
USB_R8A66597 :: drivers/usb/gadget/r8a66597-udc.c=drivers/usb/gadget/r8a66597-udc.h=
LASI_82596 :: drivers/net/ethernet/i825xx/lasi_82596.c=
X86_MCE_INJECT :: arch/x86/kernel/cpu/mcheck/mce-inject.c=
SERIAL_MFD_HSU :: drivers/tty/serial/mfd.c=
INFINIBAND_USER_MEM :: drivers/infiniband/core/umem.c=
SUNVDC :: drivers/block/sunvdc.c=
CRYPTO_DES :: crypto/des_generic.c=
JOYSTICK_GAMECON :: drivers/input/joystick/gamecon.c=
FONT_SUN12x22 :: drivers/video/console/font_sun12x22.c=
VIDEO_TLV320AIC23B :: drivers/media/video/tlv320aic23b.c=
DMASCC :: drivers/net/hamradio/dmascc.c=
TN3270_TTY :: drivers/s390/char/tty3270.c=drivers/s390/char/tty3270.h=
TSI108_ETH :: drivers/net/ethernet/tundra/tsi108_eth.c=drivers/net/ethernet/tundra/tsi108_eth.h=
INTEL_OAKTRAIL :: drivers/platform/x86/intel_oaktrail.c=
DRM_PSB_MFLD :: drivers/staging/gma500/mdfld_device.c=drivers/staging/gma500/mdfld_output.c=drivers/staging/gma500/mdfld_output.h=drivers/staging/gma500/mdfld_pyr_cmd.c=drivers/staging/gma500/mdfld_tmd_vid.c=drivers/staging/gma500/mdfld_tpo_cmd.c=drivers/staging/gma500/mdfld_tpo_vid.c=drivers/staging/gma500/mdfld_dsi_pkg_sender.c=drivers/staging/gma500/mdfld_dsi_pkg_sender.h=drivers/staging/gma500/mdfld_dsi_dpi.c=drivers/staging/gma500/mdfld_dsi_dpi.h=drivers/staging/gma500/mdfld_dsi_output.c=drivers/staging/gma500/mdfld_dsi_output.h=drivers/staging/gma500/mdfld_dsi_dbi.c=drivers/staging/gma500/mdfld_dsi_dbi.h=drivers/staging/gma500/mdfld_dsi_dbi_dpu.c=drivers/staging/gma500/mdfld_dsi_dbi_dpu.h=drivers/staging/gma500/mdfld_intel_display.c=
FB_KYRO :: drivers/video/kyro/STG4000Ramdac.c=drivers/video/kyro/STG4000VTG.c=drivers/video/kyro/STG4000OverlayDevice.c=drivers/video/kyro/STG4000InitDevice.c=drivers/video/kyro/fbdev.c=kyro/=
GPIO_ADP5520 :: drivers/gpio/gpio-adp5520.c=
BLK_DEV_SX8 :: drivers/block/sx8.c=
FTGMAC100 :: drivers/net/ethernet/faraday/ftgmac100.c=drivers/net/ethernet/faraday/ftgmac100.h=
SH_ESPT :: arch/sh/boards/board-espt.c=
GPIO_TWL4030 :: drivers/gpio/gpio-twl4030.c=
NLS_CODEPAGE_949 :: fs/nls/nls_cp949.c=
NLS_CODEPAGE_950 :: fs/nls/nls_cp950.c=
SH_CLK_CPG :: drivers/sh/clk/cpg.c=
NOMADIK_8815 :: arch/arm/mach-nomadik/cpu-8815.c=
SENSORS_HMC5843 :: drivers/staging/iio/magnetometer/hmc5843.c=
PPC_FPU :: arch/powerpc/kernel/fpu.S=
PCMCIA_ALCHEMY_DEVBOARD :: drivers/pcmcia/db1xxx_ss.c=
USB_SERIAL_KEYSPAN_USA49WLC :: 
PXA27x :: arch/arm/mach-pxa/cpufreq-pxa2xx.c=arch/arm/mach-pxa/mfp-pxa2xx.c=arch/arm/mach-pxa/clock-pxa2xx.c=arch/arm/mach-pxa/pxa2xx.c=arch/arm/mach-pxa/pxa27x.c=
PCI_LABEL :: drivers/pci/pci-label.c=
FB_CG14 :: drivers/video/cg14.c=drivers/video/sbuslib.c=drivers/video/sbuslib.h=
B43_PHY_LCN :: drivers/net/wireless/b43/phy_lcn.c=drivers/net/wireless/b43/phy_lcn.h=drivers/net/wireless/b43/tables_phy_lcn.c=drivers/net/wireless/b43/tables_phy_lcn.h=
IBMEBUS :: arch/powerpc/kernel/ibmebus.c=
ARCH_USES_GETTIMEOFFSET :: arch/arm/plat-samsung/time.c=
SOUND_VMIDI :: sound/oss/v_midi.c=sound/oss/v_midi.h=
NLS_CODEPAGE_936 :: fs/nls/nls_cp936.c=
LEDS_RENESAS_TPU :: drivers/leds/leds-renesas-tpu.c=
USB_DABUSB :: 
INPUT_APANEL :: drivers/input/misc/apanel.c=
DW_APB_TIMER :: drivers/clocksource/dw_apb_timer.c=
WINBOND_840 :: drivers/net/ethernet/dec/tulip/winbond-840.c=
MACH_COLIBRI :: arch/arm/mach-pxa/colibri-pxa270.c=drivers/pcmcia/pxa2xx_colibri.c=
VIOTAPE :: drivers/char/viotape.c=
MACH_YL9200 :: arch/arm/mach-at91/board-yl-9200.c=
COMEDI_CONTEC_PCI_DIO :: drivers/staging/comedi/drivers/contec_pci_dio.c=
USB_G_SERIAL :: drivers/usb/gadget/serial.c=
TOUCHSCREEN_WM97XX_ZYLONITE :: drivers/input/touchscreen/zylonite-wm97xx.c=
KEYBOARD_SUNKBD :: drivers/input/keyboard/sunkbd.c=
FB_LEO :: drivers/video/leo.c=drivers/video/sbuslib.c=drivers/video/sbuslib.h=
MACH_SCB9328 :: arch/arm/mach-imx/mach-scb9328.c=
USB_LANGWELL :: drivers/usb/gadget/langwell_udc.c=drivers/usb/gadget/langwell_udc.h=
BATTERY_INTEL_MID :: drivers/power/intel_mid_battery.c=
IP6_NF_SECURITY :: net/ipv6/netfilter/ip6table_security.c=
NLS_CODEPAGE_932 :: fs/nls/nls_cp932.c=fs/nls/nls_euc-jp.c=
W83877F_WDT :: drivers/watchdog/w83877f_wdt.c=
IP_NF_ARPTABLES :: net/ipv4/netfilter/arp_tables.c=
MPC8540_ADS :: arch/powerpc/platforms/85xx/mpc85xx_ads.c=
INET_XFRM_MODE_TUNNEL :: net/ipv4/xfrm4_mode_tunnel.c=
USB_NET_MCS7830 :: drivers/net/usb/mcs7830.c=
SGI_GRU_DEBUG :: 
SPI_DEBUG :: 
BLK_DEV_COW_COMMON :: arch/um/drivers/cow_user.c=
MAC_EMUMOUSEBTN :: drivers/macintosh/mac_hid.c=
EEXPRESS_PRO :: drivers/net/ethernet/i825xx/eepro.c=
SERIAL_MSM_SMD :: drivers/tty/serial/msm_smd_tty.c=
MOUSE_PS2_TRACKPOINT :: drivers/input/mouse/trackpoint.c=drivers/input/mouse/trackpoint.h=
WM8350_WATCHDOG :: drivers/watchdog/wm8350_wdt.c=
PXA25x :: arch/arm/mach-pxa/cpufreq-pxa2xx.c=arch/arm/mach-pxa/mfp-pxa2xx.c=arch/arm/mach-pxa/clock-pxa2xx.c=arch/arm/mach-pxa/pxa2xx.c=arch/arm/mach-pxa/pxa25x.c=
VIA_RHINE :: drivers/net/ethernet/via/via-rhine.c=
USB_UEAGLEATM :: drivers/usb/atm/ueagle-atm.c=
USB_SERIAL_ZIO :: drivers/usb/serial/zio.c=
FB_BF537_LQ035 :: drivers/video/bf537-lq035.c=
NFS_ACL_SUPPORT :: fs/nfs_common/nfsacl.c=
USBIP_HOST :: drivers/staging/usbip/stub_dev.c=drivers/staging/usbip/stub_main.c=drivers/staging/usbip/stub_rx.c=drivers/staging/usbip/stub_tx.c=
INFINIBAND_USER_MAD :: drivers/infiniband/core/user_mad.c=
ARCH_AT91SAM9263 :: arch/arm/mach-at91/at91sam9263.c=arch/arm/mach-at91/at91sam926x_time.c=arch/arm/mach-at91/at91sam9263_devices.c=arch/arm/mach-at91/sam9_smc.c=arch/arm/mach-at91/sam9_smc.h=arch/arm/mach-at91/at91sam9_alt_reset.S=
MEDIA_TUNER_TDA18271 :: drivers/media/common/tuners/tda18271-maps.c=drivers/media/common/tuners/tda18271-common.c=drivers/media/common/tuners/tda18271-fe.c=
USB_SN9C102 :: sn9c102/=drivers/media/video/sn9c102/sn9c102_core.c=drivers/media/video/sn9c102/sn9c102_hv7131d.c=drivers/media/video/sn9c102/sn9c102_hv7131r.c=drivers/media/video/sn9c102/sn9c102_mi0343.c=drivers/media/video/sn9c102/sn9c102_mi0360.c=drivers/media/video/sn9c102/sn9c102_mt9v111.c=drivers/media/video/sn9c102/sn9c102_ov7630.c=drivers/media/video/sn9c102/sn9c102_ov7660.c=drivers/media/video/sn9c102/sn9c102_pas106b.c=drivers/media/video/sn9c102/sn9c102_pas202bcb.c=drivers/media/video/sn9c102/sn9c102_tas5110c1b.c=drivers/media/video/sn9c102/sn9c102_tas5110d.c=drivers/media/video/sn9c102/sn9c102_tas5130d1b.c=
SCSI_DEBUG :: drivers/scsi/scsi_debug.c=
BVME6000 :: arch/m68k/bvme6000/=
SOC_TX4939 :: arch/mips/pci/pci-tx4939.c=arch/mips/txx9/generic/setup_tx4939.c=arch/mips/txx9/generic/irq_tx4939.c=
PCMCIA_XIRC2PS :: drivers/net/ethernet/xircom/xirc2ps_cs.c=
SOC_TX4938 :: arch/mips/pci/pci-tx4938.c=arch/mips/txx9/generic/mem_tx4927.c=arch/mips/txx9/generic/setup_tx4938.c=arch/mips/txx9/generic/irq_tx4938.c=
PPC_I8259 :: arch/powerpc/sysdev/i8259.c=
MMC_SDHCI_PLTFM :: drivers/mmc/host/sdhci-pltfm.c=drivers/mmc/host/sdhci-pltfm.h=
TOUCHSCREEN_TOUCHIT213 :: drivers/input/touchscreen/touchit213.c=
OF_FLATTREE :: drivers/of/fdt.c=
SLUB :: mm/slub.c=
DVB_VES1X93 :: drivers/media/dvb/frontends/ves1x93.c=drivers/media/dvb/frontends/ves1x93.h=
DS1603 :: arch/mips/lasat/ds1603.c=arch/mips/lasat/ds1603.h=
DVB_DIB8000 :: drivers/media/dvb/frontends/dib8000.c=drivers/media/dvb/frontends/dib8000.h=drivers/media/dvb/frontends/dibx000_common.c=drivers/media/dvb/frontends/dibx000_common.h=
LOGO :: drivers/video/logo/logo.c=logo/=
SND_BT87X :: sound/pci/bt87x.c=
MACH_ANUBIS :: arch/arm/mach-s3c2440/mach-anubis.c=
KEYBOARD_W90P910 :: drivers/input/keyboard/w90p910_keypad.c=
USB_G_NCM :: drivers/usb/gadget/ncm.c=
PROC_VMCORE :: fs/proc/vmcore.c=
IWM_TRACING :: drivers/net/wireless/iwmc3200wifi/trace.c=drivers/net/wireless/iwmc3200wifi/trace.h=
PD6729 :: drivers/pcmcia/pd6729.c=drivers/pcmcia/pd6729.h=
OMAP3_EMU :: arch/arm/mach-omap2/emu.c=
SND_OMAP_SOC_OMAP3EVM :: sound/soc/omap/omap3evm.c=
ARCH_AUTCPU12 :: arch/arm/mach-clps711x/autcpu12.c=
SND_NM256 :: sound/pci/nm256/nm256.c=
IMX_HAVE_PLATFORM_MXC_PWM :: arch/arm/plat-mxc/devices/platform-mxc_pwm.c=
FB_PNX4008_DUM_RGB :: pnx4008/=drivers/video/pnx4008/pnxrgbfb.c=
HDLC_RAW :: drivers/net/wan/hdlc_raw.c=
RTC_DRV_TX4939 :: drivers/rtc/rtc-tx4939.c=
SENSORS_PMBUS :: drivers/hwmon/pmbus/pmbus.c=drivers/hwmon/pmbus/pmbus.h=
XTENSA_PLATFORM_S6105 :: 
SPI_DW_PCI :: drivers/spi/spi-dw-pci.c=drivers/spi/spi-dw-mid.c=
DMATEST :: drivers/dma/dmatest.c=
AMIGA_FLOPPY :: drivers/block/amiflop.c=
I2O_CONFIG :: drivers/message/i2o/config-osm.c=
BLK_DEV_IO_TRACE :: kernel/trace/blktrace.c=
PPC_83xx :: 83xx/=
RTC_DRV_S35390A :: drivers/rtc/rtc-s35390a.c=
HID_QUANTA :: drivers/hid/hid-quanta.c=
EP93XX_SDCE1_PHYS_OFFSET :: 
IRQ_CPU :: arch/mips/kernel/irq_cpu.c=
SND_SOC_CS4271 :: sound/soc/codecs/cs4271.c=
SND_SOC_CS4270 :: sound/soc/codecs/cs4270.c=
RTC_DRV_PS3 :: drivers/rtc/rtc-ps3.c=
LIRC_SASEM :: drivers/staging/media/lirc/lirc_sasem.c=
CBE_THERM :: arch/powerpc/platforms/cell/cbe_thermal.c=
MTD_BLOCK2MTD :: drivers/mtd/devices/block2mtd.c=
BFIN_WDT :: drivers/watchdog/bfin_wdt.c=
ACADIA :: 
IR_RC5_SZ_DECODER :: drivers/media/rc/ir-rc5-sz-decoder.c=
SENSORS_EMC6W201 :: drivers/hwmon/emc6w201.c=
VIDEO_TM6000_DVB :: drivers/media/video/tm6000/tm6000-dvb.c=
MOUSE_PS2_ALPS :: drivers/input/mouse/alps.c=drivers/input/mouse/alps.h=
NET_EMATCH_META :: net/sched/em_meta.c=
BRIDGE_EBT_NFLOG :: net/bridge/netfilter/ebt_nflog.c=
DECOMPRESS_LZO :: lib/decompress_unlzo.c=
USB_INVENTRA_DMA :: drivers/usb/musb/musbhsdma.c=drivers/usb/musb/musbhsdma.h=drivers/usb/musb/cppi_dma.c=drivers/usb/musb/cppi_dma.h=drivers/usb/musb/tusb6010_omap.c=drivers/usb/musb/ux500_dma.c=
GPIO_IT8761E :: drivers/gpio/gpio-it8761e.c=
IP6_NF_RAW :: net/ipv6/netfilter/ip6table_raw.c=
CRYPTO_FCRYPT :: crypto/fcrypt.c=
IOMMU_SUPPORT :: iommu/=
TEST_POWER :: drivers/power/test_power.c=
PPP_DEFLATE :: ppp/=drivers/net/ppp/ppp_deflate.c=
SH_RTS7751R2D :: arch/sh/drivers/pci/fixups-rts7751r2d.c=
N_HDLC :: drivers/tty/n_hdlc.c=
DEBUG_PREEMPT :: lib/smp_processor_id.c=
VLYNQ :: vlynq/=drivers/vlynq/vlynq.c=
MACH_JIVE :: arch/arm/mach-s3c2412/mach-jive.c=
SBUSCHAR :: char/=
ARCNET_COM90xxIO :: drivers/net/arcnet/com90io.c=
GEF_WDT :: drivers/watchdog/gef_wdt.c=
USB_GSPCA_SQ905C :: drivers/media/video/gspca/sq905c.c=
TCM_IBLOCK :: drivers/target/target_core_iblock.c=drivers/target/target_core_iblock.h=
SND_DEBUG :: sound/pci/lola/lola_proc.c=
TQM85xx :: arch/powerpc/platforms/85xx/tqm85xx.c=
FB_CIRRUS :: drivers/video/cirrusfb.c=
SPEAKUP_SYNTH_KEYPC :: drivers/staging/speakup/speakup_keypc.c=
RTC_DRV_V3020 :: drivers/rtc/rtc-v3020.c=
SAMPLE_HW_BREAKPOINT :: samples/hw_breakpoint/data_breakpoint.c=
PCI_IOAPIC :: drivers/pci/ioapic.c=
SENSORS_F71882FG :: drivers/hwmon/f71882fg.c=
SENSORS_ULTRA45 :: drivers/hwmon/ultra45_env.c=
MOUSE_VSXXXAA :: drivers/input/mouse/vsxxxaa.c=
ARCH_EBSA285 :: arch/arm/mach-footbridge/ebsa285-leds.c=arch/arm/mach-footbridge/ebsa285.c=arch/arm/mach-footbridge/dc21285-timer.c=
TOUCHSCREEN_MCS5000 :: drivers/input/touchscreen/mcs5000_ts.c=
DEBUG_SET_MODULE_RONX :: arch/s390/mm/pageattr.c=
IP_NF_TARGET_CLUSTERIP :: net/ipv4/netfilter/ipt_CLUSTERIP.c=
PATA_PDC2027X :: drivers/ata/pata_pdc2027x.c=
DVB_LGS8GL5 :: drivers/media/dvb/frontends/lgs8gl5.c=drivers/media/dvb/frontends/lgs8gl5.h=
DW_DMAC :: drivers/dma/dw_dmac.c=
BCM63XX_ENET :: drivers/net/ethernet/broadcom/bcm63xx_enet.c=drivers/net/ethernet/broadcom/bcm63xx_enet.h=
CPU_CACHE_V6 :: arch/arm/mm/cache-v6.S=
UBIFS_FS_XATTR :: fs/ubifs/xattr.c=
CPU_CACHE_V7 :: arch/arm/mm/cache-v7.S=
SND_ML403_AC97CR :: sound/drivers/ml403-ac97cr.c=sound/drivers/pcm-indirect2.c=sound/drivers/pcm-indirect2.h=
M586TSC :: 
COMEDI_NI_TIO :: drivers/staging/comedi/drivers/ni_tio.c=drivers/staging/comedi/drivers/ni_tio.h=drivers/staging/comedi/drivers/ni_tiocmd.c=
CPU_CACHE_V3 :: arch/arm/mm/cache-v3.S=
CPU_CACHE_V4 :: arch/arm/mm/cache-v4.S=
HP_SDC_RTC :: drivers/input/misc/hp_sdc_rtc.c=
SND_PXA2XX_SOC_MAGICIAN :: sound/soc/pxa/magician.c=
GPIO_ADP5588 :: drivers/gpio/gpio-adp5588.c=
TCP_CONG_CUBIC :: net/ipv4/tcp_cubic.c=
EP93XX_SDCE3_SYNC_PHYS_OFFSET :: 
BFIN548_EZKIT :: arch/blackfin/mach-bf548/boards/ezkit.c=
